product_url,product_name,brand,mrp,sale_price,discount_percentage,star_rating,no_of_reviews,general_information,warranty,installation_demo_information,performance_features_information,cooking_features_information,power_features_information,dimensions_information,Model Name,Type,Capacity,Color,Control Type,Mount Type,Warranty Summary,Power Output,Power Requirement,Width,Height,Weight,Power Levels,Preheat,Timer,Defrost,Steam Cook,Reheat,Alarm,Child Lock,Overheat Protection,Racks & Trays Available
https://www.flipkart.com/ifb-30-l-convection-microwave-oven/p/itmeftrwhzzy5kyv?pid=MRCEFTRWADS3GCK4,"IFB 30 L Convection Microwave Oven  (30BRC2, Black)",IFB,"18,890","14,990",20,4.4,"62,680","{'In The Box': 'User Manual\nWarranty Card\nStarter Kit\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': '30BRC2', 'Type': 'Convection', 'Capacity': '30 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Touch Key Pad (Membrane)', 'Mount Type': 'Free Standing', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 years warrranty on product and 3 years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}","{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken', 'Installation Details': 'Yes'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '10', 'Reheat': 'Yes', 'Temperature Range': '110 - 200 degree C', 'Temperature Range Levels': '10', 'Other Performance Features': 'Weight Defrost, Auto Reheat, Temperature Setting'}","{'Memory Function': 'Yes', 'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Racks & Trays Available': 'Rotisserie (Rotating Grill)', 'Other Convenience Features': 'Keep Warm, Clock'}","{'Power Output': '900 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1250 W', 'Power Consumption - Convection': '2200 W', 'Power Consumption - Microwave': '1400 W', 'Other Power Features': 'Power Save'}","{'Width': '638 mm', 'Height': '488 mm', 'Depth': '366 mm', 'Turntable Diameter': '31.5 cm', 'Weight': '18.4 kg'}",30BRC2,Convection,30 L,Black,Touch Key Pad (Membrane),Free Standing,1 years warrranty on product and 3 years on Magnetron from IFB,900 W,"AC 230 V, 50 Hz",638 mm,488 mm,18.4 kg,10,Yes,Yes,Yes,,Yes,,Yes,Yes,Rotisserie (Rotating Grill)
https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmfhyzgvzdkspzc?pid=MRCFHYZGTYYU6DAC,"IFB 20 L Convection Microwave Oven  (20BC5, Black)",IFB,"15,190","11,800",22,4.3,125,"{'In The Box': '1 Microwave Oven, User Manual, Warranty Card', 'Brand': 'IFB', 'Model Name': '20BC5', 'Type': 'Convection', 'Capacity': '20 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Tact (Buttons), Jog Dial', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 Year on Machine and 3 Years on Magnetron and Cavity from IFB', 'Covered in Warranty': 'Parts and Labour: Covered Under Warranty Against Any Defect Arising Out of Faulty or Defective Material or Workmanship', 'Not Covered in Warranty': ""Parts: Main Door/Door Plastic, Warranty Does Not Cover Accessories External to the Product. Product is not Used According to the Instructions Given in the Instruction Manual. Modification or Alteration of Any Nature is Made in the Electrical Circuitry/Or Physical Construction of the Set. Site (Premises Where the Product is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to Service Centre or Purchaser's Residence""}","{'Demo Details': 'Installation and Demo is provided free of cost. After delivery of your Microwave Oven, you will receive a ticket number via message. Post that, you will receive a call from the brand authorized service engineer to schedule a mutually convenient time to provide demo and installation at your doorstep. The installation and demo is usually done within 2 business days of delivery of your Microwave Oven. Kindly contact us on 1800 208 9898 for any further queries.', 'Installation Details': 'Demo||Installation'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '5'}","{'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Other Convenience Features': 'Fermentation, Heater Selector'}","{'Power Output': '800 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1200 W', 'Power Consumption - Convection': '2200 W', 'Power Consumption - Microwave': '1200 W', 'Other Power Features': 'Power Save Mode'}","{'Width': '452 mm', 'Height': '262 mm', 'Depth': '390 mm', 'Weight': '15 kg'}",20BC5,Convection,20 L,Black,"Tact (Buttons), Jog Dial",,1 Year on Machine and 3 Years on Magnetron and Cavity from IFB,800 W,"AC 230 V, 50 Hz",452 mm,262 mm,15 kg,5,Yes,Yes,Yes,,,,Yes,Yes,
https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itm44436cbe2eb7c?pid=MRCGA9TXFMKFG38U,"IFB 20 L Solo Microwave Oven  (20PM-MEC2B, BLACK)",IFB,"7,290","6,390",12,4.4,640,"{'In The Box': '1 Microwave Oven, User Manual, Warranty Card', 'Brand': 'IFB', 'Model Name': '20PM-MEC2B', 'Type': 'Solo', 'Capacity': '20 L', 'Color': 'Black', 'Shade': 'BLACK', 'Control Type': 'Jog Dial', 'Mount Type': 'Free Standing', 'Manufacturing Year': '2022'}",{'Warranty Summary': '1 Year Product Warranty & 3 Years on Magnetron from IFB'},{'Not available'},"{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '5', 'Steam Cook': 'No'}",{'Not available'},{'Power Output': '800 W'},"{'Width': '44 cm', 'Height': '34.7 cm', 'Depth': '25.9 cm', 'Weight': '10.8 kg'}",20PM-MEC2B,Solo,20 L,Black,Jog Dial,Free Standing,1 Year Product Warranty & 3 Years on Magnetron from IFB,800 W,,44 cm,34.7 cm,10.8 kg,5,Yes,Yes,Yes,No,,,,,
https://www.flipkart.com/ifb-30-l-oil-free-cooking-microwave-steam-clean-convection-oven/p/itmfhyzgaexgyxfa?pid=MRCFHYZGFYCJCJWG,"IFB 30 L Oil free cooking microwave with steam clean Convection Microwave Oven  (30BC5, Black)",IFB,"17,890","13,490",24,4.3,"1,323","{'In The Box': '1 Microwave Oven, Manual,Warranty Card and Recipe Book.', 'Brand': 'IFB', 'Model Name': '30BC5', 'Type': 'Convection', 'Capacity': '30 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Tact (Buttons), Jog Dial', 'Mount Type': 'Free Standing', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 Year on Product and 3 Years on Magnetron from IFB', 'Covered in Warranty': 'Parts and Labour: Covered Under Warranty Against Any Defect Arising Out of Faulty or Defective Material or Workmanship', 'Not Covered in Warranty': ""Parts: Main Door or Door Plastic, Warranty Does Not Cover Accessories External to the Product. Product is Not Used According to the Instructions Given in the Instruction Manual, Modification or Alteration of Any Nature is Made in the Electrical Circuitry or Physical Construction of the Set, Site (Premises Where the Product is Kept) Conditions That Do Not Confirm to the Recommended Operating Conditions of the Machine, Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to Service Centres or Purchaser's Residence""}","{'Demo Details': 'Installation and Demo is provided free of cost. After delivery of your Microwave Oven, you will receive a ticket number via message. Post that, you will receive a call from the brand authorized service engineer to schedule a mutually convenient time to provide demo and installation at your doorstep. The installation and demo is usually done within 2 business days of delivery of your Microwave Oven. Kindly contact us on 1800 208 9898 for any further queries.'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Steam Cook': 'Yes', 'Reheat': 'Yes'}","{'Memory Function': 'Yes', 'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes'}","{'Power Output': '900 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Microwave': '1800 W'}","{'Width': '53.9 cm', 'Height': '30 cm', 'Depth': '43.7 cm', 'Weight': '18.4 kg'}",30BC5,Convection,30 L,Black,"Tact (Buttons), Jog Dial",Free Standing,1 Year on Product and 3 Years on Magnetron from IFB,900 W,"AC 230 V, 50 Hz",53.9 cm,30 cm,18.4 kg,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,
https://www.flipkart.com/ifb-23-l-convection-microwave-oven/p/itmef2ztequxvqa9?pid=MRCEF2ZSTQU9QBHT,"IFB 23 L Convection Microwave Oven  (23BC4, Black)",IFB,"16,790","12,530",25,4.4,"7,802","{'In The Box': 'User Manual\nWarranty Card\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': '23BC4', 'Type': 'Convection', 'Capacity': '23 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Touch Key Pad (Membrane)', 'Mount Type': 'Free Standing', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 years warrranty on product and 3 years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}","{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken', 'Installation Details': 'Yes'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '10', 'Steam Cook': 'No', 'Reheat': 'Yes', 'Temperature Range': '110 - 200 degree C', 'Temperature Range Levels': '10', 'Other Performance Features': 'Weight Defrost'}","{'Alarm': 'Yes', 'Memory Function': 'No', 'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Grease Filter': 'No', 'In Door Controls': 'No', 'Racks & Trays Available': 'No', 'Other Convenience Features': 'Power Save'}","{'Power Output': '900 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '950 W', 'Power Consumption - Convection': '1850 W', 'Power Consumption - Microwave': '1400 W'}","{'Width': '48.3 cm', 'Height': '28.1 cm', 'Depth': '39 cm', 'Turntable Diameter': '27 cm', 'Cavity Width': '34 cm', 'Cavity Height': '22 cm', 'Cavity Depth': '32 cm', 'Weight': '16.1 kg', 'Other Dimensions': 'No'}",23BC4,Convection,23 L,Black,Touch Key Pad (Membrane),Free Standing,1 years warrranty on product and 3 years on Magnetron from IFB,900 W,"AC 230 V, 50 Hz",48.3 cm,28.1 cm,16.1 kg,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
https://www.flipkart.com/ifb-30-l-convection-microwave-oven/p/itm934614bae0eae?pid=MRCEFTRWYHXDHPDA,"IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",IFB,"19,290","15,990",17,4.4,"7,482","{'In The Box': 'User Manual\nWarranty Card\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': 'MICRO WAVE OVEN 30FRC2', 'Type': 'Convection', 'Capacity': '30 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Touch Key Pad (Membrane)', 'Mount Type': 'Free Standing', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 Year Product Warranty & 3 Years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}",{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken'},"{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '10', 'Reheat': 'Yes', 'Temperature Range': '110 - 200 degree C', 'Temperature Range Levels': '10', 'Other Performance Features': 'Weight Defrost, Auto Reheat, Temperature Setting'}","{'Memory Function': 'Yes', 'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Racks & Trays Available': 'Rotisserie (Rotating Grill)', 'Other Convenience Features': 'Keep Warm, Clock'}","{'Power Output': '900 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1250 W', 'Power Consumption - Convection': '2200 W', 'Power Consumption - Microwave': '1400 W', 'Other Power Features': 'Power Save'}","{'Width': '638 mm', 'Height': '366 mm', 'Depth': '488 mm', 'Turntable Diameter': '31.5 cm', 'Weight': '19.27 kg'}",MICRO WAVE OVEN 30FRC2,Convection,30 L,Black,Touch Key Pad (Membrane),Free Standing,1 Year Product Warranty & 3 Years on Magnetron from IFB,900 W,"AC 230 V, 50 Hz",638 mm,366 mm,19.27 kg,10,Yes,Yes,Yes,,Yes,,Yes,Yes,Rotisserie (Rotating Grill)
https://www.flipkart.com/ifb-20-l-convection-microwave-oven/p/itmef3kdfhkc4zug?pid=MRCEF3KDVTDQP69D,"IFB 20 L Convection Microwave Oven  (20BC4, Black)",IFB,"14,390","10,830",24,4.3,"1,462","{'In The Box': 'User Manual\nWarranty Card\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': '20BC4', 'Type': 'Convection', 'Capacity': '20 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Touch Key Pad (Membrane)', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 years warrranty on product and 3 years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}","{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken', 'Installation Details': 'Yes'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '10', 'Reheat': 'Yes', 'Temperature Range': '110 - 200 degree C', 'Temperature Range Levels': '10', 'Other Performance Features': 'Weight Defrost'}","{'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Other Convenience Features': 'Power Save'}","{'Power Output': '800 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1200 W', 'Power Consumption - Convection': '2200 W', 'Power Consumption - Microwave': '1200 W'}","{'Width': '45.2 cm', 'Height': '26.2 cm', 'Depth': '39 cm', 'Turntable Diameter': '24.5 cm', 'Cavity Width': '31.5 cm', 'Cavity Height': '21 cm', 'Cavity Depth': '32.9 cm', 'Weight': '14.4 kg'}",20BC4,Convection,20 L,Black,Touch Key Pad (Membrane),,1 years warrranty on product and 3 years on Magnetron from IFB,800 W,"AC 230 V, 50 Hz",45.2 cm,26.2 cm,14.4 kg,10,Yes,Yes,Yes,,Yes,,Yes,Yes,
https://www.flipkart.com/ifb-28-l-convection-microwave-oven/p/itm8fd8f610dd208?pid=MRCGN43WZ9GVFWBC,"IFB 28 L Convection Microwave Oven  (28BC5, Black)",IFB,"17,990","13,490",25,4.4,"6,724","{'In The Box': '1 Microwave Oven Unit', 'Brand': 'IFB', 'Model Name': '28BC5', 'Type': 'Convection', 'Capacity': '28 L', 'Color': 'Black', 'Shade': 'Black', 'Control Type': 'Touch Key Pad (Membrane)', 'Mount Type': 'Counter Top', 'Frequency': '2450 MHz', 'Display Type': 'LED'}","{'Warranty Summary': '1 Year Comprehensive Warranty on Product, 3 Years Warranty on Magnetron and Cavity and 6 Years Spare Parts Support'}","{'Demo Details': '""Explain all the functionality of the product Flipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer Flipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page Usage of the product The Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately The authorized service engineer will be providing detailed demo that includes Preventive maintenance action to be taken""'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Steam Cook': 'Yes', 'Reheat': 'Yes'}",{'Overheat Protection': 'Yes'},"{'Power Output': '1450 W', 'Power Requirement': 'AC 230 - 240 V, 50 Hz', 'Power Consumption - Grill': '1000 W'}","{'Width': '49.5 cm', 'Height': '29 cm', 'Depth': '43.5 cm', 'Weight': '15.8 kg'}",28BC5,Convection,28 L,Black,Touch Key Pad (Membrane),Counter Top,"1 Year Comprehensive Warranty on Product, 3 Years Warranty on Magnetron and Cavity and 6 Years Spare Parts Support",1450 W,"AC 230 - 240 V, 50 Hz",49.5 cm,29 cm,15.8 kg,,Yes,Yes,Yes,Yes,Yes,,,Yes,
https://www.flipkart.com/ifb-20-l-grill-microwave-oven/p/itmeftrwxravzfzf?pid=MRCEFTRWHGRWAXMT,"IFB 20 L Grill Microwave Oven  (20PG4S, Metallic Silver)",IFB,"10,290","8,249",19,4.3,742,"{'In The Box': 'User Manual\nWarranty Card\nStarter Kit\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': '20PG4S', 'Type': 'Grill', 'Capacity': '20 L', 'Color': 'Silver', 'Shade': 'Metallic Silver', 'Control Type': 'Touch Key Pad (Membrane)', 'Mount Type': 'Free Standing', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 years warrranty on product and 3 years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}","{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken', 'Installation Details': 'Yes'}","{'Preheat': 'Yes', 'Timer': 'No', 'Defrost': 'Yes', 'Power Levels': '5', 'Other Performance Features': 'Weight Defrost'}","{'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Other Convenience Features': 'Keep Warm, Clock'}","{'Power Output': '800 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1000 W', 'Power Consumption - Microwave': '1200 W', 'Other Power Features': 'Power Save'}","{'Width': '45.2 cm', 'Height': '26.2 cm', 'Depth': '36.5 cm', 'Turntable Diameter': '24.5 cm', 'Weight': '12.5 kg'}",20PG4S,Grill,20 L,Silver,Touch Key Pad (Membrane),Free Standing,1 years warrranty on product and 3 years on Magnetron from IFB,800 W,"AC 230 V, 50 Hz",45.2 cm,26.2 cm,12.5 kg,5,Yes,No,Yes,,,,Yes,Yes,
https://www.flipkart.com/ifb-20-l-solo-microwave-oven/p/itmb32d57970c78b?pid=MRCGBVSRDFEA8HHH,"IFB 20 L Solo Microwave Oven  (20PM-MEC2, White)",IFB,"7,190","6,190",13,4.5,277,"{'In The Box': 'Microwave:: Glass Turnable Plate::User Manual::Warranty Card', 'Brand': 'IFB', 'Model Name': '20PM-MEC2', 'Type': 'Solo', 'Capacity': '20 L', 'Color': 'White', 'Shade': 'White', 'Control Type': 'Jog Dial', 'Mount Type': 'Free Standing', 'Series': '20 L Solo Microwave', 'Frequency': '2450 MHz', 'Manufacturing Year': '2022'}",{'Warranty Summary': '1 Year Product Warranty & 3 Years on Magnetron from IFB'},{'Other Included Services': 'Solo'},"{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes'}","{'Memory Function': 'No', 'Deodorizer': 'No', 'Child Lock': 'No', 'Overheat Protection': 'Yes', 'In Door Controls': 'No', 'Racks & Trays Available': 'Solo'}","{'Power Output': '800 W', 'Power Requirement': '230', 'Power Consumption - Microwave': '1250 W'}","{'Width': '440 cm', 'Height': '345 cm', 'Depth': '260 cm', 'Cord Length': '1 m', 'Weight': '11 kg'}",20PM-MEC2,Solo,20 L,White,Jog Dial,Free Standing,1 Year Product Warranty & 3 Years on Magnetron from IFB,800 W,230,440 cm,345 cm,11 kg,,Yes,Yes,Yes,,,,No,Yes,Solo
https://www.flipkart.com/ifb-25-l-metallic-silver-convection-microwave-oven/p/itmef2zteehmrvwq?pid=MRCEF2ZS7FGDSYKM,"IFB 25 L Metallic silver Convection Microwave Oven  (25SC4, Metallic Silver)",IFB,"16,590","12,770",23,4.4,"6,724","{'In The Box': 'Recipe Book\nUser Manual\nWarranty Card\n1 Microwave Oven', 'Brand': 'IFB', 'Model Name': '25SC4', 'Type': 'Convection', 'Capacity': '25 L', 'Color': 'Silver', 'Shade': 'Metallic Silver', 'Control Type': 'Touch Key Pad (Membrane)', 'Frequency': '2450 MHz', 'Display Type': 'LED', 'Manufacturing Year': '2020'}","{'Warranty Summary': '1 years warrranty on product and 3 years on Magnetron from IFB', 'Covered in Warranty': 'Parts & Labour: Covered under Warranty against any Defect arising out of Faulty or Defective Material or Workmanship.', 'Not Covered in Warranty': ""Warranty does not cover accessories external to the product\nProduct is not used according to the instructions given in the instruction manual\nSite (premises where the product is kept) conditions that do not confirm to the recommended operating conditions of the machine\nModification or alteration of any nature is made in the electrical circuitry/ or physical construction of the set\nParts: Main Door/Door Plastic\nDefects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to service centre or purchaser's residence.""}","{'Demo Details': 'Explain all the functionality of the product\nFlipkart will facilitate Demo service at time of your convenience from an brand authorized service engineer\nFlipkart will communicate the day and time slot of the scheduled Demo service through a SMS and the same information will also be available in your order details page\nUsage of the product\nThe Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately\nThe authorized service engineer will be providing detailed demo that includes\nPreventive maintenance action to be taken', 'Installation Details': 'Yes'}","{'Preheat': 'Yes', 'Timer': 'Yes', 'Defrost': 'Yes', 'Power Levels': '10', 'Steam Cook': 'No', 'Reheat': 'Yes', 'Temperature Range': '110 - 200 degree C', 'Temperature Range Levels': '10', 'Other Performance Features': 'Weight Defrost'}","{'Alarm': 'Yes', 'Memory Function': 'No', 'Deodorizer': 'Yes', 'Child Lock': 'Yes', 'Overheat Protection': 'Yes', 'Grease Filter': 'No', 'In Door Controls': 'No', 'Racks & Trays Available': 'No'}","{'Power Output': '900 W', 'Power Requirement': 'AC 230 V, 50 Hz', 'Power Consumption - Grill': '1000 W', 'Power Consumption - Convection': '2200 W', 'Power Consumption - Microwave': '1400 W'}","{'Width': '56.4 cm', 'Height': '36.2 cm', 'Depth': '46.8 cm', 'Turntable Diameter': '27 cm', 'Cavity Width': '34 cm', 'Cavity Height': '22 cm', 'Cavity Depth': '34.4 cm', 'Weight': '16.13 kg', 'Other Dimensions': 'No'}",25SC4,Convection,25 L,Silver,Touch Key Pad (Membrane),,1 years warrranty on product and 3 years on Magnetron from IFB,900 W,"AC 230 V, 50 Hz",56.4 cm,36.2 cm,16.13 kg,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
